"custom_id","condition_number","condition","outcome_number","outcome","trial","prompt"
"c14_o02_t03",14,"Oil industry misinformation",2,"trust_post",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Single-item trust: How much do you trust climate scientists? Scale: 0–100."
"c14_o02_t04",14,"Oil industry misinformation",2,"trust_post",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Single-item trust: How much do you trust climate scientists? Scale: 0–100."
"c14_o02_t05",14,"Oil industry misinformation",2,"trust_post",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Single-item trust: How much do you trust climate scientists? Scale: 0–100."
"c14_o03_t01",14,"Oil industry misinformation",3,"distrust_post",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c14_o03_t02",14,"Oil industry misinformation",3,"distrust_post",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c14_o03_t03",14,"Oil industry misinformation",3,"distrust_post",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c14_o03_t04",14,"Oil industry misinformation",3,"distrust_post",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c14_o03_t05",14,"Oil industry misinformation",3,"distrust_post",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Distrust: How much do you distrust climate scientists? Scale: 0–100."
"c14_o04_t01",14,"Oil industry misinformation",4,"funding_perceptions",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c14_o04_t02",14,"Oil industry misinformation",4,"funding_perceptions",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c14_o04_t03",14,"Oil industry misinformation",4,"funding_perceptions",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c14_o04_t04",14,"Oil industry misinformation",4,"funding_perceptions",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c14_o04_t05",14,"Oil industry misinformation",4,"funding_perceptions",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Funding perceptions: Do you think the federal government is spending too much, too little or about the right amount of money on climate change research? (reverse-coded: higher = supports more funding) Scale: 0–100."
"c14_o05_t01",14,"Oil industry misinformation",5,"policy_role_mean",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Policy role: mean of 4 items. Example item: Climate scientists should work closely with policy makers to integrate scientific results into policy-making.. Scale: 0–100."
"c14_o05_t02",14,"Oil industry misinformation",5,"policy_role_mean",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Policy role: mean of 4 items. Example item: Climate scientists should work closely with policy makers to integrate scientific results into policy-making.. Scale: 0–100."
"c14_o05_t03",14,"Oil industry misinformation",5,"policy_role_mean",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Policy role: mean of 4 items. Example item: Climate scientists should work closely with policy makers to integrate scientific results into policy-making.. Scale: 0–100."
"c14_o05_t04",14,"Oil industry misinformation",5,"policy_role_mean",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Policy role: mean of 4 items. Example item: Climate scientists should work closely with policy makers to integrate scientific results into policy-making.. Scale: 0–100."
"c14_o05_t05",14,"Oil industry misinformation",5,"policy_role_mean",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Policy role: mean of 4 items. Example item: Climate scientists should work closely with policy makers to integrate scientific results into policy-making.. Scale: 0–100."
"c14_o06_t01",14,"Oil industry misinformation",6,"inst_trust_mean",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Institutional trust: mean of 5 items. Example item: How much do you trust the following institutions? — Environmental Protection Agency (EPA). Scale: 0–100."
"c14_o06_t02",14,"Oil industry misinformation",6,"inst_trust_mean",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Institutional trust: mean of 5 items. Example item: How much do you trust the following institutions? — Environmental Protection Agency (EPA). Scale: 0–100."
"c14_o06_t03",14,"Oil industry misinformation",6,"inst_trust_mean",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Institutional trust: mean of 5 items. Example item: How much do you trust the following institutions? — Environmental Protection Agency (EPA). Scale: 0–100."
"c14_o06_t04",14,"Oil industry misinformation",6,"inst_trust_mean",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Institutional trust: mean of 5 items. Example item: How much do you trust the following institutions? — Environmental Protection Agency (EPA). Scale: 0–100."
"c14_o06_t05",14,"Oil industry misinformation",6,"inst_trust_mean",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Institutional trust: mean of 5 items. Example item: How much do you trust the following institutions? — Environmental Protection Agency (EPA). Scale: 0–100."
"c14_o07_t01",14,"Oil industry misinformation",7,"belief_post",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate belief: How accurate do you think this statement is? ""Human activities are causing climate change."" Scale: 0–100."
"c14_o07_t02",14,"Oil industry misinformation",7,"belief_post",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate belief: How accurate do you think this statement is? ""Human activities are causing climate change."" Scale: 0–100."
"c14_o07_t03",14,"Oil industry misinformation",7,"belief_post",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate belief: How accurate do you think this statement is? ""Human activities are causing climate change."" Scale: 0–100."
"c14_o07_t04",14,"Oil industry misinformation",7,"belief_post",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate belief: How accurate do you think this statement is? ""Human activities are causing climate change."" Scale: 0–100."
"c14_o07_t05",14,"Oil industry misinformation",7,"belief_post",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate belief: How accurate do you think this statement is? ""Human activities are causing climate change."" Scale: 0–100."
"c14_o08_t01",14,"Oil industry misinformation",8,"concern_mean",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate concern: mean of 3 items. Example item: How concerned are you about climate change?. Scale: 0–100."
"c14_o08_t02",14,"Oil industry misinformation",8,"concern_mean",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Oil companies have spent decades financing large propaganda campaigns to cast doubt on the existence climate change and the credibility of climate scientists.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate concern: mean of 3 items. Example item: How concerned are you about climate change?. Scale: 0–100."
